ID,Team,Date,Week,Day,Soreness,Mood,Hydration,School,Comment
AG,u14s,2021-09-07,36,Tuesday,Very poor,Good,Good,NA,Positive
FS,u16s,2021-09-07,36,Tuesday,Good,Good,Good,Good,NA
RO,u15s,2021-08-07,31,Saturday,Very good,"Very, very good","Very, very good","Very, very good",Awesome
MerB,u14s,2021-09-07,36,Tuesday,Moderate,Poor,Moderate,NA,Alright
MedB,u14s,2021-09-07,36,Tuesday,Good,Good,Moderate,NA,Good
MG,u15s,2021-09-07,36,Tuesday,Moderate,Good,Good,Good,NA
EF,u14s,2021-09-07,36,Tuesday,"Very, very good",Very good,Very good,Very good,I feel great and have no aches or pains.
AS,u16s,2021-09-07,36,Tuesday,Poor,Moderate,Moderate,Moderate,My leg is still injured from Saturdays game
IM,u16s,2021-09-07,36,Tuesday,"Very, very good",Good,Very good,NA,Good
AMc,u15s,2021-09-07,36,Tuesday,Poor,Good,Good,NA,I feel ok just still got a tight hamstring
LT,u15s,2021-09-07,36,Tuesday,Very good,Good,Moderate,Good,I feel good.
EO,u16s,2021-09-07,36,Tuesday,Very good,Very good,Very good,Very good,fine
TP,u14s,2021-09-07,36,Tuesday,Very good,"Very, very good",Good,"Very, very poor",good
IG,u14s,2021-09-08,36,Wednesday,Very good,Very good,Very good,Good,Good
GT,u15s,2021-09-08,36,Wednesday,Moderate,Good,Good,Good,feeling ok
RO,u15s,2021-08-08,31,Sunday,Good,"Very, very good","Very, very good","Very, very good",I have had a small amount of pain in my upper thigh
ES,u15s,2021-09-08,36,Wednesday,Good,Good,Very good,Good,A tiny bit sore
AG,u14s,2021-09-08,36,Wednesday,Good,Moderate,Good,Poor,good
RC,u16s,2021-09-08,36,Wednesday,Moderate,"Very, very good","Very, very good",Poor,Good
CS,u15s,2021-09-08,36,Wednesday,Good,Good,Good,Good,Good
GN,u16s,2021-09-08,36,Wednesday,Good,Good,Moderate,Good,Good
EH,u16s,2021-09-08,36,Wednesday,Moderate,Good,Very good,NA,Achy
MerB,u14s,2021-09-08,36,Wednesday,Poor,Poor,Very good,NA,Sore on the legs
AT,u14s,2021-09-08,36,Wednesday,"Very, very good","Very, very good",Good,"Very, very good",Good
FS,u16s,2021-09-08,36,Wednesday,Good,Good,Good,Moderate,NA
MedB,u14s,2021-09-08,36,Wednesday,Good,Moderate,Moderate,NA,fine from yesterday’s training
GP,u16s,2021-09-08,36,Wednesday,Very good,Good,Good,Moderate,NA
CS,u15s,2021-09-09,36,Thursday,Good,Good,Good,Good,Good
EO,u16s,2021-09-09,36,Thursday,Good,Moderate,Very good,Moderate,fine
RO,u15s,2021-09-09,36,Thursday,Very good,"Very, very good","Very, very good","Very, very good",A bit tired
EB,u16s,2021-09-09,36,Thursday,Very good,"Very, very good","Very, very good","Very, very good",good
IM,u16s,2021-09-09,36,Thursday,Moderate,Good,Good,NA,Both wrists are really sore
FW,u16s,2021-09-09,36,Thursday,Good,Moderate,Very good,Good,little bit sore
MM,u16s,2021-09-09,36,Thursday,Good,Moderate,Good,Good,okay
RC,u16s,2021-09-09,36,Thursday,Moderate,Very good,Very good,Very good,Good
ND,u16s,2021-09-09,36,Thursday,Moderate,Moderate,Good,Moderate,NA
TM,u16s,2021-09-09,36,Thursday,Moderate,Moderate,Moderate,Poor,Very tired and feel weak
AS,u16s,2021-09-09,36,Thursday,Moderate,Moderate,Moderate,Moderate,Tired and my injury is feeling better
GN,u16s,2021-09-11,36,Saturday,Good,Good,Moderate,NA,Good
TP,u14s,2021-09-11,36,Saturday,Good,"Very, very good",Good,NA,okay
GNo,u14s,2021-09-11,36,Saturday,"Very, very good",Very good,Very good,NA,Feeling very ready
FS,u16s,2021-09-11,36,Saturday,Good,Good,Good,NA,NA
MedB,u14s,2021-09-11,36,Saturday,Moderate,Moderate,Good,NA,Good
MerB,u14s,2021-09-11,36,Saturday,Poor,Moderate,Good,NA,Legs are a bit sore
NW,u14s,2021-09-11,36,Saturday,Very good,"Very, very good",Very good,NA,Really a lot better
EMy,u14s,2021-09-11,36,Saturday,"Very, very good","Very, very good",Very good,NA,really great
KW,u14s,2021-09-11,36,Saturday,Very good,Very good,Moderate,NA,happy
AG,u14s,2021-09-11,36,Saturday,Good,Good,Moderate,NA,Good
AT,u14s,2021-09-11,36,Saturday,"Very, very good","Very, very good","Very, very good",NA,Good
GT,u15s,2021-09-13,37,Monday,Moderate,Good,Good,Moderate,"feeling good, foot is a bit sore"
GN,u16s,2021-09-13,37,Monday,Good,Good,Good,Very good,Good
EM,u15s,2021-09-13,37,Monday,Good,Good,Good,Moderate,Good just have a sore knee
NW,u14s,2021-08-13,32,Friday,Very good,"Very, very good",Very good,Very good,Great
AS,u16s,2021-09-13,37,Monday,Moderate,Poor,Moderate,Moderate,Good but a bit tired
GNo,u14s,2021-09-13,37,Monday,"Very, very good",Very good,Very good,NA,Very good
AMc,u15s,2021-09-08,36,Wednesday,Poor,Moderate,Moderate,Poor,I feel ok but my hamstring is still a bit sore
MG,u15s,2021-09-13,37,Monday,Good,Good,Good,Good,NA
EF,u14s,2021-09-13,37,Monday,Very good,Very good,Very good,"Very, very good",I feel really good and have a had a good day. Ready for s&c
EMy,u14s,2021-09-13,37,Monday,Very good,Very good,Very good,Good,gods
DM,u15s,2021-09-13,37,Monday,Moderate,Good,Very good,Very good,good but had a headache
AI,u15s,2021-09-13,37,Monday,Good,Good,Good,Good,NA
PB,u15s,2021-09-13,37,Monday,Very good,Good,Good,Moderate,NA
IM,u16s,2021-09-13,37,Monday,Good,Good,Good,NA,Wrist is weak
CW,u16s,2021-09-13,37,Monday,Very poor,Good,Good,Good,Ankle hurts
AS,u16s,2021-09-14,37,Tuesday,Moderate,Very good,Very good,Good,A little bit sore from s and c but not to bad
TM,u16s,2021-09-14,37,Tuesday,Moderate,Moderate,Poor,Poor,Very tired
KW,u14s,2021-09-14,37,Tuesday,Good,Very good,Good,Good,happy
EM,u15s,2021-09-14,37,Tuesday,Good,Good,Good,Moderate,NA
GNo,u14s,2021-09-14,37,Tuesday,"Very, very good",Very good,Very good,Good,Feeling very well
GN,u16s,2021-09-14,37,Tuesday,Good,Good,Moderate,Good,Good
CS,u15s,2021-09-14,37,Tuesday,Good,Good,Good,Good,Good
IG,u14s,2021-09-14,37,Tuesday,Very good,Very good,Good,Good,Good
EH,u16s,2021-09-14,37,Tuesday,Good,Good,Moderate,Good,Good
AT,u14s,2021-09-14,37,Tuesday,"Very, very good","Very, very good",Good,"Very, very good",Good
EMy,u14s,2021-09-14,37,Tuesday,Very good,Very good,Good,Very good,great
RC,u16s,2021-09-14,37,Tuesday,Moderate,"Very, very good","Very, very good",Moderate,Good school trash
ES,u15s,2021-09-14,37,Tuesday,Good,Good,Good,Very good,I am happy and not to sore
RH,u15s,2021-09-14,37,Tuesday,Moderate,Good,Moderate,Good,NA
EF,u14s,2021-09-14,37,Tuesday,Very good,Very good,Very good,"Very, very good",I feel mainly good but have a slight ache in the tops of my arms.
AC,u15s,2021-09-14,37,Tuesday,Moderate,"Very, very good","Very, very good",NA,NA
LT,u15s,2021-09-14,37,Tuesday,Good,Good,Moderate,Good,NA
MerB,u14s,2021-09-14,37,Tuesday,Poor,Moderate,Moderate,Poor,Tired
MedB,u14s,2021-09-14,37,Tuesday,Moderate,Moderate,Poor,Moderate,"Fine, just a but tired"
HD,u14s,2021-09-14,37,Tuesday,Moderate,Moderate,Moderate,Very poor,Alright
GP,u16s,2021-09-14,37,Tuesday,"Very, very good",Very good,Good,Good,NA
NG,u14s,2021-09-14,37,Tuesday,Very good,Good,Good,Moderate,good
EP,u15s,2021-09-14,37,Tuesday,Very good,Very good,Very good,Good,NA
RO,u15s,2021-09-14,37,Tuesday,"Very, very good","Very, very good","Very, very good","Very, very good",Happy
FS,u16s,2021-09-14,37,Tuesday,Good,Good,Good,NA,NA
AS,u16s,2021-09-15,37,Wednesday,Moderate,Good,Very good,Good,My legs are sore
KW,u14s,2021-09-15,37,Wednesday,Good,Good,Good,Good,happy
IG,u14s,2021-09-15,37,Wednesday,Very good,Good,Good,Good,Good
AT,u14s,2021-09-15,37,Wednesday,"Very, very good","Very, very good",Very good,"Very, very good",Good
GT,u15s,2021-09-15,37,Wednesday,Moderate,Good,Good,Good,"feeling good, foot still hurts a bit"
TP,u14s,2021-09-15,37,Wednesday,Good,"Very, very good",Good,Moderate,good
AG,u14s,2021-09-15,37,Wednesday,Good,Good,Good,Moderate,good
HD,u14s,2021-09-15,37,Wednesday,Moderate,Poor,Moderate,Poor,Good
GN,u16s,2021-09-15,37,Wednesday,Moderate,Good,Good,Good,My hamstrings are a bit sore
RO,u15s,2021-09-15,37,Wednesday,Very good,"Very, very good","Very, very good","Very, very good",Happy
CS,u15s,2021-09-15,37,Wednesday,Good,Good,Good,Good,Good
RC,u16s,2021-09-15,37,Wednesday,Moderate,Very good,Very good,"Very, very poor",Good
LT,u15s,2021-09-15,37,Wednesday,Good,Good,Good,Moderate,I feel happy.
MedB,u14s,2021-09-15,37,Wednesday,Moderate,Moderate,Poor,Moderate,Mainly tired
MerB,u14s,2021-09-15,37,Wednesday,Very poor,Poor,Good,Moderate,Leg are sore
FS,u16s,2021-09-15,37,Wednesday,Good,Good,Moderate,Moderate,NA
GP,u16s,2021-09-15,37,Wednesday,Very good,Good,Good,Good,NA
GT,u15s,2021-09-16,37,Thursday,Poor,Moderate,Very good,Good,"feeling good, foot still hurts"
EP,u15s,2021-09-16,37,Thursday,Moderate,Very good,Very good,Good,Rib sore
BT,u14s,2021-09-16,37,Thursday,Very good,Very good,Very good,"Very, very good",good
TM,u16s,2021-09-16,37,Thursday,Good,Moderate,Very good,Poor,Have a headache and feel tired
KW,u14s,2021-09-16,37,Thursday,Good,Good,Good,Good,happy
EB,u16s,2021-09-16,37,Thursday,Very good,"Very, very good","Very, very good","Very, very good",👍
LT,u15s,2021-09-16,37,Thursday,Poor,Good,Good,Moderate,I feel sore from S and C yesterday.
EM,u15s,2021-09-16,37,Thursday,Good,Moderate,Good,Moderate,NA
MG,u15s,2021-09-16,37,Thursday,Good,Good,Good,Good,NA
GN,u16s,2021-09-16,37,Thursday,Moderate,Good,Good,Good,Hamstrings are still abit sore
GNo,u14s,2021-09-16,37,Thursday,"Very, very good",Very good,Very good,NA,Very good
ES,u15s,2021-09-16,37,Thursday,Good,Very good,Good,Very good,NA
RO,u15s,2021-09-16,37,Thursday,Very good,"Very, very good","Very, very good","Very, very good",My muscles  where a bit sore from Gym
EF,u14s,2021-09-16,37,Thursday,"Very, very good",Very good,Very good,"Very, very good",I have no soreness and feel ready for training.
NW,u14s,2021-09-16,37,Thursday,Good,"Very, very good",Very good,Very good,Great
CS,u15s,2021-09-16,37,Thursday,Good,Good,Good,Good,Good
AS,u16s,2021-09-16,37,Thursday,Very good,Very good,Very good,Good,"Good , no soreness"
AI,u15s,2021-05-16,19,Sunday,Good,Good,Good,Good,NA
PB,u15s,2021-09-16,37,Thursday,Very good,Good,Moderate,Moderate,NA
EMy,u14s,2021-09-16,37,Thursday,"Very, very good",Very good,Good,Moderate,good
GP,u16s,2021-09-16,37,Thursday,Very good,Good,Good,Good,NA
IG,u14s,2021-09-16,37,Thursday,Moderate,Good,Very good,Good,Good sore from football after school
MerB,u14s,2021-09-16,37,Thursday,Poor,Moderate,Good,Poor,Tired
MedB,u14s,2021-09-16,37,Thursday,Poor,Moderate,Good,Moderate,My Back and legs are sore but apart from that im fine
Ndu,u16s,2021-09-16,37,Thursday,Poor,Moderate,Moderate,Good,Ok
AG,u14s,2021-09-16,37,Thursday,Moderate,Good,Good,Poor,good
AMc,u15s,2021-09-16,37,Thursday,Moderate,Very good,Good,Very poor,I feel ok just still got a bad hamstring
AT,u14s,2021-09-16,37,Thursday,"Very, very good","Very, very good","Very, very good","Very, very good",Good
RH,u15s,2021-09-16,37,Thursday,Good,Good,Good,Good,NA
LT,u15s,2021-09-18,37,Saturday,Good,Good,Moderate,NA,Tired with an early away match.
DM,u15s,2021-09-18,37,Saturday,Moderate,Very good,Very good,NA,hurt my leg in the match
EF,u14s,2021-09-20,38,Monday,"Very, very good",Very good,Very good,"Very, very good",I feel great and ready for s&c
TP,u14s,2021-09-20,38,Monday,Good,"Very, very good",Moderate,Poor,okay have a bit of a cold ( not covid )
NW,u14s,2021-09-20,38,Monday,Very good,Very good,Very good,Very good,Great
EMy,u14s,2021-09-20,38,Monday,"Very, very good",Very good,Very good,Good,good
MM,u16s,2021-09-20,38,Monday,Moderate,Good,Good,Moderate,fine
FW,u16s,2021-09-20,38,Monday,Good,Very good,Very good,Moderate,how has ur day been matt
RM,u16s,2021-09-20,38,Monday,Good,Good,Moderate,Good,Good
NG,u14s,2021-09-20,38,Monday,Very good,Very good,Moderate,Good,good
EO,u16s,2021-09-20,38,Monday,Very good,Very good,Very good,NA,fine
GN,u16s,2021-09-20,38,Monday,Moderate,Good,Moderate,Good,"Good, my calves are sore from the gym on Saturday"
RC,u16s,2021-09-20,38,Monday,Poor,"Very, very good","Very, very good","Very, very poor",I got braces
RM,u16s,2021-09-20,38,Monday,Good,Good,Moderate,Good,Good
IG,u14s,2021-09-21,38,Tuesday,Good,Good,Very good,Good,Good
CW,u16s,2021-09-21,38,Tuesday,Very poor,Moderate,"Very, very good",NA,Very tired and aching a lot
EM,u15s,2021-09-21,38,Tuesday,Good,Good,Moderate,Moderate,Good
KW,u14s,2021-09-21,38,Tuesday,Good,Good,Good,Good,hqppy
TM,u16s,2021-09-21,38,Tuesday,Very good,Poor,Very good,Poor,Not well at all came home from school
GN,u16s,2021-09-21,38,Tuesday,Good,Good,Moderate,Good,Good
GNo,u14s,2021-09-21,38,Tuesday,Very good,Very good,Very good,Good,Very good
ES,u15s,2021-09-21,38,Tuesday,Very good,Very good,Moderate,Moderate,Pretty good school was boring though
AC,u15s,2021-09-21,38,Tuesday,Very good,"Very, very good","Very, very good",NA,NA
EH,u16s,2021-09-21,38,Tuesday,Very good,Very good,Good,Very good,Good
RH,u15s,2021-09-21,38,Tuesday,Good,Poor,Good,Moderate,I have a cold. And a bad headache
AT,u14s,2021-09-21,38,Tuesday,"Very, very good","Very, very good","Very, very good","Very, very good",Good
RO,u15s,2021-09-21,38,Tuesday,"Very, very poor","Very, very good","Very, very good","Very, very good",I have had really bad back for the last few days and haven’t been able to do much exercise. Today is the first day in a few days that it has started to feel a bit better.
NW,u14s,2021-09-21,38,Tuesday,Very good,Very good,Good,Very good,Really good
AI,u15s,2021-08-21,33,Saturday,Moderate,Good,Good,Moderate,Legs are sore from gym last night
GP,u16s,2021-09-21,38,Tuesday,Very good,Very good,Good,Good,NA
MedB,u14s,2021-09-21,38,Tuesday,Moderate,Moderate,Poor,Good,Good
MerB,u14s,2021-09-21,38,Tuesday,Moderate,Poor,Good,Moderate,Fine
GT,u15s,2021-09-21,38,Tuesday,Moderate,Very good,Very good,Good,"feeling good, foot still hurts"
ND,u16s,2021-09-21,38,Tuesday,Good,Good,Moderate,Moderate,NA
TP,u14s,2021-09-21,38,Tuesday,Poor,Good,Very poor,"Very, very poor",Okay but have a bad throat so get out of breath easier
BT,u14s,2021-09-21,38,Tuesday,"Very, very good","Very, very good",Very good,Very good,NA
NG,u14s,2021-09-21,38,Tuesday,Moderate,Good,Moderate,Moderate,fine
DM,u15s,2021-09-21,38,Tuesday,Very good,Very good,Very good,Very good,good
IM,u16s,2021-09-21,38,Tuesday,"Very, very good",Very good,Good,NA,Good
LT,u15s,2021-09-21,38,Tuesday,Good,Good,Good,Good,I feel good.
EP,u15s,2021-09-21,38,Tuesday,Very good,Very good,Good,Good,NA
FS,u16s,2021-09-22,38,Wednesday,Good,Good,Good,Moderate,NA
IG,u14s,2021-09-22,38,Wednesday,Very good,Very good,Good,Good,Good
GN,u16s,2021-09-22,38,Wednesday,Good,Good,Moderate,Good,Good
AT,u14s,2021-09-22,38,Wednesday,"Very, very good","Very, very good","Very, very good","Very, very good",Good
KW,u14s,2021-09-22,38,Wednesday,Good,Good,Good,Good,happy
TP,u14s,2021-09-22,38,Wednesday,Good,Very good,Good,Very poor,my hamstrings are abit sore
EM,u15s,2021-09-22,38,Wednesday,Very good,Good,Moderate,Moderate,Good
NG,u14s,2021-09-22,38,Wednesday,Moderate,Very good,Good,Good,good
LT,u15s,2021-09-22,38,Wednesday,Moderate,Good,Good,Moderate,Good
CS,u15s,2021-09-22,38,Wednesday,Good,Good,Good,Good,Good
FS,u16s,2021-09-22,38,Wednesday,Good,Good,Good,Good,NA
RC,u16s,2021-09-22,38,Wednesday,Poor,Moderate,"Very, very good","Very, very good",gucci
BT,u14s,2021-09-23,38,Thursday,Very good,Very good,Very good,Very good,good
CS,u15s,2021-09-23,38,Thursday,Good,Good,Good,Good,Good
ES,u15s,2021-09-23,38,Thursday,Good,Moderate,Good,Moderate,NA
EMy,u14s,2021-09-23,38,Thursday,Moderate,Very good,Good,Good,good just a bite sore from improtwch training at school
GNo,u14s,2021-09-23,38,Thursday,Very good,Very good,Very good,Good,Very well
HM,u15s,2021-09-23,38,Thursday,Very good,Very good,Very good,Good,Good excited to be back training
EH,u16s,2021-09-23,38,Thursday,Good,Good,Moderate,Very good,Good
AT,u14s,2021-09-23,38,Thursday,"Very, very good","Very, very good","Very, very good","Very, very good",Good
RH,u15s,2021-09-23,38,Thursday,Good,Good,Moderate,Good,NA
EF,u14s,2021-09-23,38,Thursday,"Very, very good",Very good,Very good,"Very, very good",I feel good.
KW,u14s,2021-09-23,38,Thursday,Moderate,Good,Good,Good,happy
NW,u14s,2021-09-23,38,Thursday,Very good,Very good,Very good,Very good,Really good
AG,u14s,2021-09-23,38,Thursday,Good,Good,Good,Poor,good
AI,u15s,2021-09-23,38,Thursday,Good,Good,Moderate,Good,Legs are still achey but I don’t know why
GP,u16s,2021-09-23,38,Thursday,Very good,Good,Good,Good,NA
RO,u15s,2021-09-23,38,Thursday,"Very, very poor",Moderate,Very good,"Very, very good",I haven’t done much in it for the last few days but it feels like the pain has got worse I don’t know but it hasn’t got better.
MerB,u14s,2021-09-23,38,Thursday,Poor,Moderate,Good,Good,Bit sore
ND,u16s,2021-09-23,38,Thursday,Moderate,Moderate,Moderate,Moderate,NA
IM,u16s,2021-09-23,38,Thursday,"Very, very good",Very good,Good,Moderate,Good
Ndu,u16s,2021-09-23,38,Thursday,Poor,Moderate,Moderate,Poor,Fine
GT,u15s,2021-09-23,38,Thursday,Moderate,"Very, very good",Very good,Good,feeling good because it’s my birthday
MedB,u14s,2021-09-23,38,Thursday,Good,Moderate,Poor,Moderate,Good
GNo,u14s,2021-09-25,38,Saturday,Very good,Very good,Good,NA,Very good
EF,u14s,2021-09-25,38,Saturday,Good,Very good,Very good,NA,I have a pain in the left side of my hip area but it isn't that bad today.
NW,u14s,2021-09-25,38,Saturday,Very good,Very good,Very good,NA,Great
EH,u16s,2021-09-25,38,Saturday,Very good,Very good,Good,NA,Nervous excited
GN,u16s,2021-09-25,38,Saturday,Good,Moderate,Moderate,NA,Ok
BT,u14s,2021-09-25,38,Saturday,Good,Very good,Very good,NA,fine
MerB,u14s,2021-09-25,38,Saturday,Poor,Moderate,Good,NA,Fine
MedB,u14s,2021-09-25,38,Saturday,Good,Moderate,Poor,NA,Just tired
FS,u16s,2021-09-25,38,Saturday,Very good,Very good,Very good,NA,NA
IM,u16s,2021-09-25,38,Saturday,"Very, very good",Good,"Very, very good",NA,Good
TM,u16s,2021-09-25,38,Saturday,Very good,Good,Moderate,NA,Good
ND,u16s,2021-09-25,38,Saturday,Good,Moderate,Moderate,NA,NA
HD,u14s,2021-09-25,38,Saturday,Moderate,Moderate,Moderate,Moderate,Good
Ndu,u16s,2021-09-25,38,Saturday,Poor,Moderate,Moderate,NA,Ok
AG,u14s,2021-09-25,38,Saturday,Moderate,Good,Good,NA,calf bit sore
AS,u16s,2021-09-25,38,Saturday,Very good,Good,Very good,Good,Still got feeling great after being ill all week
AT,u14s,2021-09-25,38,Saturday,"Very, very good","Very, very good","Very, very good",NA,Good
AS,u16s,2021-09-27,39,Monday,"Very, very good",Very good,Very good,Good,No soreness and not tired
AC,u15s,2021-09-27,39,Monday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
GN,u16s,2021-09-27,39,Monday,Good,Good,Good,Moderate,Good
EM,u15s,2021-09-27,39,Monday,Good,Moderate,Moderate,Moderate,NA
NW,u14s,2021-09-27,39,Monday,Very good,Very good,Very good,Very good,Really good
EF,u14s,2021-09-27,39,Monday,"Very, very good",Very good,Very good,Very good,I feel good and have no aches.
TM,u16s,2021-09-27,39,Monday,Poor,Good,Very good,Good,My legs feel very tight and not the best from the match saturday I’m not sure what’s wrong
ND,u16s,2021-09-27,39,Monday,Moderate,Moderate,Moderate,Moderate,NA
TH,u14s,2021-09-27,39,Monday,Very good,Very good,Very good,Good,Good
IM,u16s,2021-09-27,39,Monday,Moderate,Good,Good,NA,A bit achy from the game
DM,u15s,2021-09-27,39,Monday,Very good,Very good,Very good,Very good,good
PB,u15s,2021-09-27,39,Monday,Very good,Very good,Good,Good,NA
EP,u15s,2021-09-27,39,Monday,Very good,Very good,Good,Good,NA
EP,u15s,2021-09-28,39,Tuesday,Very good,Very good,Good,Good,NA
EH,u16s,2021-09-28,39,Tuesday,Very good,Good,Good,NA,Good
GN,u16s,2021-09-28,39,Tuesday,Moderate,Good,Moderate,Good,Good
AC,u15s,2021-09-28,39,Tuesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
GP,u16s,2021-09-28,39,Tuesday,Very good,Very good,Good,Good,NA
GNo,u14s,2021-09-28,39,Tuesday,Very good,Good,Very good,Good,My teeth feel really saw and ache because had my braces tightened yesterday
AT,u14s,2021-09-28,39,Tuesday,"Very, very good","Very, very good","Very, very good","Very, very good",Good
CS,u15s,2021-09-28,39,Tuesday,Good,Good,Good,Good,Good
NW,u14s,2021-09-28,39,Tuesday,Very good,Very good,Very good,Very good,Great
ES,u15s,2021-09-28,39,Tuesday,Good,Very good,Good,Good,Bit sore but altogether ok
EF,u14s,2021-09-28,39,Tuesday,"Very, very good",Very good,Very good,"Very, very good",I have no aches or pains and feel good.
KW,u14s,2021-09-28,39,Tuesday,Good,Good,Good,Good,happy
MG,u15s,2021-09-28,39,Tuesday,Good,Good,Good,Good,NA
MedB,u14s,2021-09-28,39,Tuesday,Poor,Moderate,Poor,Good,Just my calves and legs are sore
IM,u16s,2021-09-28,39,Tuesday,Good,Good,Good,Good,Good
ND,u16s,2021-09-28,39,Tuesday,Poor,Moderate,Moderate,Moderate,NA
Ndu,u16s,2021-09-28,39,Tuesday,Moderate,Poor,Moderate,Poor,Fine
AG,u14s,2021-09-28,39,Tuesday,Good,Good,Good,Poor,good
IG,u14s,2021-09-28,39,Tuesday,Very good,Good,Very good,Good,Good
RH,u15s,2021-09-28,39,Tuesday,Poor,Good,Good,Good,I had cross country so my legs are sore
AT,u14s,2021-09-29,39,Wednesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
MedB,u14s,2021-09-29,39,Wednesday,Poor,Good,Good,Moderate,My legs just hurt from Tuesdays session
NG,u14s,2021-09-29,39,Wednesday,Good,Good,Good,Good,good
EH,u16s,2021-09-29,39,Wednesday,Good,Good,Good,Very good,Good
TP,u14s,2021-09-29,39,Wednesday,Very good,"Very, very good",Very good,Poor,good
MerB,u14s,2021-09-29,39,Wednesday,Very poor,Moderate,Good,Poor,Legs are tired
GN,u16s,2021-09-29,39,Wednesday,Good,Good,Good,Good,Good
CS,u15s,2021-09-29,39,Wednesday,Good,Good,Good,Good,Good
LT,u15s,2021-09-29,39,Wednesday,Moderate,Good,Good,Moderate,Good
FS,u16s,2021-09-29,39,Wednesday,Very good,Very good,Good,Good,NA
EP,u15s,2021-09-30,39,Thursday,Very good,Very good,Good,Good,NA
RO,u15s,2021-09-30,39,Thursday,Very poor,Very good,Very good,Very good,My back feels better but still hurts i don’t know to be honest
GN,u16s,2021-09-30,39,Thursday,Good,Good,Moderate,Good,Good
GNo,u14s,2021-09-30,39,Thursday,Very good,Very good,Good,Good,Really good
ND,u16s,2021-09-30,39,Thursday,Moderate,Moderate,Moderate,Moderate,NA
MG,u15s,2021-09-30,39,Thursday,Good,Good,Good,Good,NA
IM,u16s,2021-09-30,39,Thursday,Good,Good,Good,NA,A bit sore
MedB,u14s,2021-09-30,39,Thursday,Poor,Moderate,Poor,Good,My legs hurt from S&C
MerB,u14s,2021-09-30,39,Thursday,Poor,Poor,Poor,Moderate,Fine
ES,u15s,2021-09-30,39,Thursday,Good,Very good,Good,Very good,Bit sore as I has a hockey tournament
RH,u15s,2021-09-30,39,Thursday,Poor,Good,Good,Good,My legs are tired as I played in a hockey tournament
CS,u15s,2021-09-30,39,Thursday,Good,Good,Good,Good,Good
AS,u16s,2021-10-01,39,Friday,Very good,Good,Good,Good,Good no soreness
GNo,u14s,2021-10-02,39,Saturday,Very good,Very good,Good,NA,Very ready
GN,u16s,2021-10-02,39,Saturday,Good,Good,Moderate,NA,Good
AT,u14s,2021-10-02,39,Saturday,"Very, very good","Very, very good","Very, very good",NA,NA
EF,u14s,2021-10-02,39,Saturday,Very good,Very good,Very good,NA,I feel good and the top of my thigh is a lot better but still not perfect.
NW,u14s,2021-10-02,39,Saturday,Very good,Very good,Very good,NA,Very good
MerB,u14s,2021-10-02,39,Saturday,Poor,Poor,Poor,NA,Legs are a bit tired
MedB,u14s,2021-10-02,39,Saturday,Good,Moderate,Good,NA,Good
LT,u15s,2021-10-02,39,Saturday,Good,Good,Poor,NA,Excited for our game
MG,u15s,2021-10-04,40,Monday,Good,Good,Good,Good,NA
EP,u15s,2021-10-04,40,Monday,Very good,Very good,Good,Good,NA
AS,u16s,2021-10-04,40,Monday,Very good,Very good,Very good,Good,Tired
EM,u15s,2021-10-04,40,Monday,Good,Moderate,Moderate,Moderate,Good
GT,u15s,2021-10-04,40,Monday,Good,Good,Good,Good,"feeling good, foot is getting better"
ND,u16s,2021-10-04,40,Monday,Poor,Moderate,Moderate,Moderate,NA
NW,u14s,2021-10-04,40,Monday,Very good,Very good,Very good,Very good,Really good
EO,u16s,2021-10-04,40,Monday,Very good,Very good,Good,Very good,fine
PB,u15s,2021-10-04,40,Monday,Very good,Good,Good,Good,NA
EMy,u14s,2021-10-04,40,Monday,Moderate,"Very, very good","Very, very good",Very good,hamstring a little achey of saturday
AMc,u15s,2021-10-04,40,Monday,Good,Good,Good,"Very, very poor",I hate school 😭
TP,u14s,2021-10-04,40,Monday,Good,Very good,Good,Poor,good
AT,u14s,2021-10-06,40,Wednesday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
LT,u15s,2021-10-06,40,Wednesday,Good,Good,Moderate,Moderate,Good
GN,u16s,2021-10-06,40,Wednesday,Good,Moderate,Moderate,Moderate,Ok
IG,u14s,2021-10-05,40,Tuesday,Very good,Good,Good,Good,Good
TP,u14s,2021-10-06,40,Wednesday,Good,"Very, very good",Very good,Very poor,good
AG,u14s,2021-10-06,40,Wednesday,Good,Good,Good,Poor,good
ES,u15s,2021-10-06,40,Wednesday,Very good,Good,Moderate,NA,NA
RH,u15s,2021-10-06,40,Wednesday,Good,Very good,Moderate,NA,Great
MG,u15s,2021-10-07,40,Thursday,Good,Good,Good,Good,NA
ES,u15s,2021-10-07,40,Thursday,Good,Very good,Good,Very good,NA
GNo,u14s,2021-10-07,40,Thursday,Very good,Very good,Good,Good,Very good
AC,u15s,2021-10-07,40,Thursday,"Very, very good","Very, very good","Very, very good","Very, very good",NA
NW,u14s,2021-10-07,40,Thursday,Very good,Very good,Very good,Very good,Really good
LT,u15s,2021-10-07,40,Thursday,Poor,Good,Good,Moderate,A bit sore but good.
RH,u15s,2021-10-07,40,Thursday,Moderate,Good,Good,Moderate,Good
